"date","country","country_code","ou_date_match","mobility_type","mobility_value"
2020-03-02,"Afghanistan","AFG","AFG_2020-03-02","grocery_and_pharmacy",4.71428571428571
2020-03-02,"Afghanistan","AFG","AFG_2020-03-02","parks",1.42857142857143
2020-03-02,"Afghanistan","AFG","AFG_2020-03-02","transit_stations",5.85714285714286
2020-03-02,"Afghanistan","AFG","AFG_2020-03-02","workplaces",6.71428571428571
2020-03-02,"Afghanistan","AFG","AFG_2020-03-02","residential",0.714285714285714
2020-03-03,"Afghanistan","AFG","AFG_2020-03-03","retail_and_recreation",0.857142857142857
2020-03-03,"Afghanistan","AFG","AFG_2020-03-03","grocery_and_pharmacy",4.85714285714286
2020-03-03,"Afghanistan","AFG","AFG_2020-03-03","parks",1.57142857142857
2020-03-03,"Afghanistan","AFG","AFG_2020-03-03","transit_stations",5.57142857142857
2020-03-03,"Afghanistan","AFG","AFG_2020-03-03","workplaces",6.85714285714286
2020-03-03,"Afghanistan","AFG","AFG_2020-03-03","residential",0.714285714285714
2020-03-04,"Afghanistan","AFG","AFG_2020-03-04","retail_and_recreation",0.714285714285714
2020-03-04,"Afghanistan","AFG","AFG_2020-03-04","grocery_and_pharmacy",4.71428571428571
2020-03-04,"Afghanistan","AFG","AFG_2020-03-04","parks",1.42857142857143
2020-03-04,"Afghanistan","AFG","AFG_2020-03-04","transit_stations",5
2020-03-04,"Afghanistan","AFG","AFG_2020-03-04","workplaces",7.14285714285714
2020-03-04,"Afghanistan","AFG","AFG_2020-03-04","residential",0.714285714285714
2020-03-05,"Afghanistan","AFG","AFG_2020-03-05","retail_and_recreation",1.28571428571429
2020-03-05,"Afghanistan","AFG","AFG_2020-03-05","grocery_and_pharmacy",5.42857142857143
2020-03-05,"Afghanistan","AFG","AFG_2020-03-05","parks",1.57142857142857
2020-03-05,"Afghanistan","AFG","AFG_2020-03-05","transit_stations",5.14285714285714
2020-03-05,"Afghanistan","AFG","AFG_2020-03-05","workplaces",7.57142857142857
2020-03-05,"Afghanistan","AFG","AFG_2020-03-05","residential",0.571428571428571
2020-03-06,"Afghanistan","AFG","AFG_2020-03-06","retail_and_recreation",2
2020-03-06,"Afghanistan","AFG","AFG_2020-03-06","grocery_and_pharmacy",6
2020-03-06,"Afghanistan","AFG","AFG_2020-03-06","parks",2.57142857142857
2020-03-06,"Afghanistan","AFG","AFG_2020-03-06","transit_stations",5.14285714285714
2020-03-06,"Afghanistan","AFG","AFG_2020-03-06","workplaces",8
2020-03-06,"Afghanistan","AFG","AFG_2020-03-06","residential",0.428571428571429
2020-03-07,"Afghanistan","AFG","AFG_2020-03-07","retail_and_recreation",2.14285714285714
2020-03-07,"Afghanistan","AFG","AFG_2020-03-07","grocery_and_pharmacy",6.57142857142857
2020-03-07,"Afghanistan","AFG","AFG_2020-03-07","parks",3.14285714285714
2020-03-07,"Afghanistan","AFG","AFG_2020-03-07","transit_stations",5.14285714285714
2020-03-07,"Afghanistan","AFG","AFG_2020-03-07","workplaces",8.14285714285714
2020-03-07,"Afghanistan","AFG","AFG_2020-03-07","residential",0.428571428571429
2020-03-08,"Afghanistan","AFG","AFG_2020-03-08","retail_and_recreation",2.42857142857143
2020-03-08,"Afghanistan","AFG","AFG_2020-03-08","grocery_and_pharmacy",6.28571428571429
2020-03-08,"Afghanistan","AFG","AFG_2020-03-08","parks",3.42857142857143
2020-03-08,"Afghanistan","AFG","AFG_2020-03-08","transit_stations",4.71428571428571
2020-03-08,"Afghanistan","AFG","AFG_2020-03-08","workplaces",7.85714285714286
2020-03-08,"Afghanistan","AFG","AFG_2020-03-08","residential",0.428571428571429
2020-03-09,"Afghanistan","AFG","AFG_2020-03-09","retail_and_recreation",-0.428571428571429
2020-03-09,"Afghanistan","AFG","AFG_2020-03-09","grocery_and_pharmacy",3.85714285714286
2020-03-09,"Afghanistan","AFG","AFG_2020-03-09","parks",2.42857142857143
2020-03-09,"Afghanistan","AFG","AFG_2020-03-09","transit_stations",2.28571428571429
2020-03-09,"Afghanistan","AFG","AFG_2020-03-09","workplaces",3.57142857142857
2020-03-09,"Afghanistan","AFG","AFG_2020-03-09","residential",1.42857142857143
2020-03-10,"Afghanistan","AFG","AFG_2020-03-10","retail_and_recreation",-0.857142857142857
2020-03-10,"Afghanistan","AFG","AFG_2020-03-10","grocery_and_pharmacy",3
2020-03-10,"Afghanistan","AFG","AFG_2020-03-10","parks",2.28571428571429
2020-03-10,"Afghanistan","AFG","AFG_2020-03-10","transit_stations",2.14285714285714
2020-03-10,"Afghanistan","AFG","AFG_2020-03-10","workplaces",3.28571428571429
2020-03-10,"Afghanistan","AFG","AFG_2020-03-10","residential",1.57142857142857
2020-03-11,"Afghanistan","AFG","AFG_2020-03-11","retail_and_recreation",-0.285714285714286
2020-03-11,"Afghanistan","AFG","AFG_2020-03-11","grocery_and_pharmacy",2.28571428571429
2020-03-11,"Afghanistan","AFG","AFG_2020-03-11","parks",2.42857142857143
2020-03-11,"Afghanistan","AFG","AFG_2020-03-11","transit_stations",2.28571428571429
2020-03-11,"Afghanistan","AFG","AFG_2020-03-11","workplaces",2.71428571428571
2020-03-11,"Afghanistan","AFG","AFG_2020-03-11","residential",1.57142857142857
2020-03-12,"Afghanistan","AFG","AFG_2020-03-12","retail_and_recreation",-0.571428571428571
2020-03-12,"Afghanistan","AFG","AFG_2020-03-12","grocery_and_pharmacy",1
2020-03-12,"Afghanistan","AFG","AFG_2020-03-12","parks",2.28571428571429
2020-03-12,"Afghanistan","AFG","AFG_2020-03-12","transit_stations",1.42857142857143
2020-03-12,"Afghanistan","AFG","AFG_2020-03-12","workplaces",2.14285714285714
2020-03-12,"Afghanistan","AFG","AFG_2020-03-12","residential",1.57142857142857
2020-03-13,"Afghanistan","AFG","AFG_2020-03-13","retail_and_recreation",-0.571428571428571
2020-03-13,"Afghanistan","AFG","AFG_2020-03-13","grocery_and_pharmacy",1
2020-03-13,"Afghanistan","AFG","AFG_2020-03-13","parks",2
2020-03-13,"Afghanistan","AFG","AFG_2020-03-13","transit_stations",1.42857142857143
2020-03-13,"Afghanistan","AFG","AFG_2020-03-13","workplaces",1.71428571428571
2020-03-13,"Afghanistan","AFG","AFG_2020-03-13","residential",1.42857142857143
2020-03-14,"Afghanistan","AFG","AFG_2020-03-14","retail_and_recreation",0.285714285714286
2020-03-14,"Afghanistan","AFG","AFG_2020-03-14","grocery_and_pharmacy",0.571428571428571
2020-03-14,"Afghanistan","AFG","AFG_2020-03-14","parks",2.14285714285714
2020-03-14,"Afghanistan","AFG","AFG_2020-03-14","transit_stations",1.57142857142857
2020-03-14,"Afghanistan","AFG","AFG_2020-03-14","workplaces",1.14285714285714
2020-03-14,"Afghanistan","AFG","AFG_2020-03-14","residential",1.28571428571429
2020-03-15,"Afghanistan","AFG","AFG_2020-03-15","retail_and_recreation",-0.285714285714286
2020-03-15,"Afghanistan","AFG","AFG_2020-03-15","grocery_and_pharmacy",1.14285714285714
2020-03-15,"Afghanistan","AFG","AFG_2020-03-15","parks",2.28571428571429
2020-03-15,"Afghanistan","AFG","AFG_2020-03-15","transit_stations",1.42857142857143
2020-03-15,"Afghanistan","AFG","AFG_2020-03-15","workplaces",0.571428571428571
2020-03-15,"Afghanistan","AFG","AFG_2020-03-15","residential",1.28571428571429
2020-03-16,"Afghanistan","AFG","AFG_2020-03-16","retail_and_recreation",2
2020-03-16,"Afghanistan","AFG","AFG_2020-03-16","grocery_and_pharmacy",4.57142857142857
2020-03-16,"Afghanistan","AFG","AFG_2020-03-16","parks",3.14285714285714
2020-03-16,"Afghanistan","AFG","AFG_2020-03-16","transit_stations",3.28571428571429
2020-03-16,"Afghanistan","AFG","AFG_2020-03-16","workplaces",3.85714285714286
2020-03-16,"Afghanistan","AFG","AFG_2020-03-16","residential",0.571428571428571
2020-03-17,"Afghanistan","AFG","AFG_2020-03-17","retail_and_recreation",2
2020-03-17,"Afghanistan","AFG","AFG_2020-03-17","grocery_and_pharmacy",5.42857142857143
2020-03-17,"Afghanistan","AFG","AFG_2020-03-17","parks",3.42857142857143
2020-03-17,"Afghanistan","AFG","AFG_2020-03-17","transit_stations",2
2020-03-17,"Afghanistan","AFG","AFG_2020-03-17","workplaces",3.14285714285714
2020-03-17,"Afghanistan","AFG","AFG_2020-03-17","residential",0.428571428571429
2020-03-18,"Afghanistan","AFG","AFG_2020-03-18","retail_and_recreation",1.71428571428571
2020-03-18,"Afghanistan","AFG","AFG_2020-03-18","grocery_and_pharmacy",6.57142857142857
2020-03-18,"Afghanistan","AFG","AFG_2020-03-18","parks",3.85714285714286
2020-03-18,"Afghanistan","AFG","AFG_2020-03-18","transit_stations",1.14285714285714
2020-03-18,"Afghanistan","AFG","AFG_2020-03-18","workplaces",2.57142857142857
2020-03-18,"Afghanistan","AFG","AFG_2020-03-18","residential",0.428571428571429
2020-03-19,"Afghanistan","AFG","AFG_2020-03-19","retail_and_recreation",1.14285714285714
2020-03-19,"Afghanistan","AFG","AFG_2020-03-19","grocery_and_pharmacy",7.57142857142857
2020-03-19,"Afghanistan","AFG","AFG_2020-03-19","parks",4.42857142857143
2020-03-19,"Afghanistan","AFG","AFG_2020-03-19","transit_stations",0.571428571428571
2020-03-19,"Afghanistan","AFG","AFG_2020-03-19","workplaces",1.42857142857143
2020-03-19,"Afghanistan","AFG","AFG_2020-03-19","residential",0.571428571428571
2020-03-20,"Afghanistan","AFG","AFG_2020-03-20","retail_and_recreation",-1.42857142857143
2020-03-20,"Afghanistan","AFG","AFG_2020-03-20","grocery_and_pharmacy",6.42857142857143
2020-03-20,"Afghanistan","AFG","AFG_2020-03-20","parks",4.57142857142857
2020-03-20,"Afghanistan","AFG","AFG_2020-03-20","transit_stations",-2.71428571428571
2020-03-20,"Afghanistan","AFG","AFG_2020-03-20","workplaces",-0.285714285714286
2020-03-20,"Afghanistan","AFG","AFG_2020-03-20","residential",0.714285714285714
2020-03-21,"Afghanistan","AFG","AFG_2020-03-21","retail_and_recreation",-5.57142857142857
2020-03-21,"Afghanistan","AFG","AFG_2020-03-21","grocery_and_pharmacy",4.28571428571429
2020-03-21,"Afghanistan","AFG","AFG_2020-03-21","parks",4
2020-03-21,"Afghanistan","AFG","AFG_2020-03-21","transit_stations",-6.85714285714286
2020-03-21,"Afghanistan","AFG","AFG_2020-03-21","workplaces",-5.85714285714286
2020-03-21,"Afghanistan","AFG","AFG_2020-03-21","residential",1.57142857142857
2020-03-22,"Afghanistan","AFG","AFG_2020-03-22","retail_and_recreation",-7.42857142857143
2020-03-22,"Afghanistan","AFG","AFG_2020-03-22","grocery_and_pharmacy",3.85714285714286
2020-03-22,"Afghanistan","AFG","AFG_2020-03-22","parks",3
2020-03-22,"Afghanistan","AFG","AFG_2020-03-22","transit_stations",-9.71428571428571
2020-03-22,"Afghanistan","AFG","AFG_2020-03-22","workplaces",-7.14285714285714
2020-03-22,"Afghanistan","AFG","AFG_2020-03-22","residential",1.71428571428571
2020-03-23,"Afghanistan","AFG","AFG_2020-03-23","retail_and_recreation",-9.14285714285714
2020-03-23,"Afghanistan","AFG","AFG_2020-03-23","grocery_and_pharmacy",2.85714285714286
2020-03-23,"Afghanistan","AFG","AFG_2020-03-23","parks",2.71428571428571
2020-03-23,"Afghanistan","AFG","AFG_2020-03-23","transit_stations",-12.7142857142857
2020-03-23,"Afghanistan","AFG","AFG_2020-03-23","workplaces",-7.71428571428571
2020-03-23,"Afghanistan","AFG","AFG_2020-03-23","residential",1.85714285714286
2020-03-24,"Afghanistan","AFG","AFG_2020-03-24","retail_and_recreation",-11.2857142857143
2020-03-24,"Afghanistan","AFG","AFG_2020-03-24","grocery_and_pharmacy",2
2020-03-24,"Afghanistan","AFG","AFG_2020-03-24","parks",2.14285714285714
2020-03-24,"Afghanistan","AFG","AFG_2020-03-24","transit_stations",-14.8571428571429
2020-03-24,"Afghanistan","AFG","AFG_2020-03-24","workplaces",-8.57142857142857
2020-03-24,"Afghanistan","AFG","AFG_2020-03-24","residential",2.28571428571429
2020-03-25,"Afghanistan","AFG","AFG_2020-03-25","retail_and_recreation",-13.8571428571429
2020-03-25,"Afghanistan","AFG","AFG_2020-03-25","grocery_and_pharmacy",0.857142857142857
2020-03-25,"Afghanistan","AFG","AFG_2020-03-25","parks",1
2020-03-25,"Afghanistan","AFG","AFG_2020-03-25","transit_stations",-17.2857142857143
2020-03-25,"Afghanistan","AFG","AFG_2020-03-25","workplaces",-9.85714285714286
2020-03-25,"Afghanistan","AFG","AFG_2020-03-25","residential",3
2020-03-26,"Afghanistan","AFG","AFG_2020-03-26","retail_and_recreation",-16
2020-03-26,"Afghanistan","AFG","AFG_2020-03-26","grocery_and_pharmacy",0.428571428571429
2020-03-26,"Afghanistan","AFG","AFG_2020-03-26","parks",-0.285714285714286
2020-03-26,"Afghanistan","AFG","AFG_2020-03-26","transit_stations",-19.7142857142857
2020-03-26,"Afghanistan","AFG","AFG_2020-03-26","workplaces",-11
2020-03-26,"Afghanistan","AFG","AFG_2020-03-26","residential",3.71428571428571
2020-03-27,"Afghanistan","AFG","AFG_2020-03-27","retail_and_recreation",-16.7142857142857
2020-03-27,"Afghanistan","AFG","AFG_2020-03-27","grocery_and_pharmacy",1
2020-03-27,"Afghanistan","AFG","AFG_2020-03-27","parks",-1.57142857142857
2020-03-27,"Afghanistan","AFG","AFG_2020-03-27","transit_stations",-19.2857142857143
2020-03-27,"Afghanistan","AFG","AFG_2020-03-27","workplaces",-10.2857142857143
2020-03-27,"Afghanistan","AFG","AFG_2020-03-27","residential",4.28571428571429
2020-03-28,"Afghanistan","AFG","AFG_2020-03-28","retail_and_recreation",-18.5714285714286
2020-03-28,"Afghanistan","AFG","AFG_2020-03-28","grocery_and_pharmacy",0
2020-03-28,"Afghanistan","AFG","AFG_2020-03-28","parks",-2.71428571428571
2020-03-28,"Afghanistan","AFG","AFG_2020-03-28","transit_stations",-20.4285714285714
2020-03-28,"Afghanistan","AFG","AFG_2020-03-28","workplaces",-9
2020-03-28,"Afghanistan","AFG","AFG_2020-03-28","residential",5
2020-03-29,"Afghanistan","AFG","AFG_2020-03-29","retail_and_recreation",-22.2857142857143
2020-03-29,"Afghanistan","AFG","AFG_2020-03-29","grocery_and_pharmacy",-4.28571428571429
2020-03-29,"Afghanistan","AFG","AFG_2020-03-29","parks",-4.28571428571429
2020-03-29,"Afghanistan","AFG","AFG_2020-03-29","transit_stations",-23.2857142857143
2020-03-29,"Afghanistan","AFG","AFG_2020-03-29","workplaces",-12.8571428571429
2020-03-29,"Afghanistan","AFG","AFG_2020-03-29","residential",6.28571428571429
2020-03-30,"Afghanistan","AFG","AFG_2020-03-30","retail_and_recreation",-26.5714285714286
2020-03-30,"Afghanistan","AFG","AFG_2020-03-30","grocery_and_pharmacy",-8.85714285714286
2020-03-30,"Afghanistan","AFG","AFG_2020-03-30","parks",-6.42857142857143
2020-03-30,"Afghanistan","AFG","AFG_2020-03-30","transit_stations",-26.4285714285714
2020-03-30,"Afghanistan","AFG","AFG_2020-03-30","workplaces",-17.7142857142857
2020-03-30,"Afghanistan","AFG","AFG_2020-03-30","residential",7.57142857142857
2020-03-31,"Afghanistan","AFG","AFG_2020-03-31","retail_and_recreation",-30.5714285714286
2020-03-31,"Afghanistan","AFG","AFG_2020-03-31","grocery_and_pharmacy",-13
2020-03-31,"Afghanistan","AFG","AFG_2020-03-31","parks",-8.28571428571429
2020-03-31,"Afghanistan","AFG","AFG_2020-03-31","transit_stations",-29.8571428571429
2020-03-31,"Afghanistan","AFG","AFG_2020-03-31","workplaces",-22.4285714285714
2020-03-31,"Afghanistan","AFG","AFG_2020-03-31","residential",8.85714285714286
2020-04-01,"Afghanistan","AFG","AFG_2020-04-01","retail_and_recreation",-34.2857142857143
2020-04-01,"Afghanistan","AFG","AFG_2020-04-01","grocery_and_pharmacy",-16.2857142857143
2020-04-01,"Afghanistan","AFG","AFG_2020-04-01","parks",-9.14285714285714
2020-04-01,"Afghanistan","AFG","AFG_2020-04-01","transit_stations",-32
2020-04-01,"Afghanistan","AFG","AFG_2020-04-01","workplaces",-26.2857142857143
2020-04-01,"Afghanistan","AFG","AFG_2020-04-01","residential",9.57142857142857
2020-04-02,"Afghanistan","AFG","AFG_2020-04-02","retail_and_recreation",-38
2020-04-02,"Afghanistan","AFG","AFG_2020-04-02","grocery_and_pharmacy",-19.8571428571429
2020-04-02,"Afghanistan","AFG","AFG_2020-04-02","parks",-10
2020-04-02,"Afghanistan","AFG","AFG_2020-04-02","transit_stations",-33.7142857142857
2020-04-02,"Afghanistan","AFG","AFG_2020-04-02","workplaces",-29.8571428571429
2020-04-02,"Afghanistan","AFG","AFG_2020-04-02","residential",10.4285714285714
2020-04-03,"Afghanistan","AFG","AFG_2020-04-03","retail_and_recreation",-40.5714285714286
2020-04-03,"Afghanistan","AFG","AFG_2020-04-03","grocery_and_pharmacy",-22.4285714285714
2020-04-03,"Afghanistan","AFG","AFG_2020-04-03","parks",-10.8571428571429
2020-04-03,"Afghanistan","AFG","AFG_2020-04-03","transit_stations",-36
2020-04-03,"Afghanistan","AFG","AFG_2020-04-03","workplaces",-31.2857142857143
2020-04-03,"Afghanistan","AFG","AFG_2020-04-03","residential",10.5714285714286
2020-04-04,"Afghanistan","AFG","AFG_2020-04-04","retail_and_recreation",-41.5714285714286
2020-04-04,"Afghanistan","AFG","AFG_2020-04-04","grocery_and_pharmacy",-22.4285714285714
2020-04-04,"Afghanistan","AFG","AFG_2020-04-04","parks",-11.4285714285714
2020-04-04,"Afghanistan","AFG","AFG_2020-04-04","transit_stations",-36.8571428571429
2020-04-04,"Afghanistan","AFG","AFG_2020-04-04","workplaces",-32.2857142857143
2020-04-04,"Afghanistan","AFG","AFG_2020-04-04","residential",10.4285714285714
2020-04-05,"Afghanistan","AFG","AFG_2020-04-05","retail_and_recreation",-42.5714285714286
2020-04-05,"Afghanistan","AFG","AFG_2020-04-05","grocery_and_pharmacy",-22.5714285714286
2020-04-05,"Afghanistan","AFG","AFG_2020-04-05","parks",-11.4285714285714
2020-04-05,"Afghanistan","AFG","AFG_2020-04-05","transit_stations",-37.1428571428571
2020-04-05,"Afghanistan","AFG","AFG_2020-04-05","workplaces",-33
2020-04-05,"Afghanistan","AFG","AFG_2020-04-05","residential",10.7142857142857
2020-04-06,"Afghanistan","AFG","AFG_2020-04-06","retail_and_recreation",-43.1428571428571
2020-04-06,"Afghanistan","AFG","AFG_2020-04-06","grocery_and_pharmacy",-21.8571428571429
2020-04-06,"Afghanistan","AFG","AFG_2020-04-06","parks",-10.8571428571429
2020-04-06,"Afghanistan","AFG","AFG_2020-04-06","transit_stations",-37.2857142857143
2020-04-06,"Afghanistan","AFG","AFG_2020-04-06","workplaces",-33.4285714285714
2020-04-06,"Afghanistan","AFG","AFG_2020-04-06","residential",10.7142857142857
2020-04-07,"Afghanistan","AFG","AFG_2020-04-07","retail_and_recreation",-42.8571428571429
2020-04-07,"Afghanistan","AFG","AFG_2020-04-07","grocery_and_pharmacy",-21.1428571428571
2020-04-07,"Afghanistan","AFG","AFG_2020-04-07","parks",-10.4285714285714
2020-04-07,"Afghanistan","AFG","AFG_2020-04-07","transit_stations",-37.8571428571429
2020-04-07,"Afghanistan","AFG","AFG_2020-04-07","workplaces",-33.5714285714286
2020-04-07,"Afghanistan","AFG","AFG_2020-04-07","residential",10.4285714285714
2020-04-08,"Afghanistan","AFG","AFG_2020-04-08","retail_and_recreation",-43.2857142857143
2020-04-08,"Afghanistan","AFG","AFG_2020-04-08","grocery_and_pharmacy",-22
2020-04-08,"Afghanistan","AFG","AFG_2020-04-08","parks",-10.8571428571429
2020-04-08,"Afghanistan","AFG","AFG_2020-04-08","transit_stations",-39.8571428571429
2020-04-08,"Afghanistan","AFG","AFG_2020-04-08","workplaces",-34.2857142857143
2020-04-08,"Afghanistan","AFG","AFG_2020-04-08","residential",10.8571428571429
2020-04-09,"Afghanistan","AFG","AFG_2020-04-09","retail_and_recreation",-44
2020-04-09,"Afghanistan","AFG","AFG_2020-04-09","grocery_and_pharmacy",-23.4285714285714
2020-04-09,"Afghanistan","AFG","AFG_2020-04-09","parks",-11.2857142857143
2020-04-09,"Afghanistan","AFG","AFG_2020-04-09","transit_stations",-42.1428571428571
2020-04-09,"Afghanistan","AFG","AFG_2020-04-09","workplaces",-35
2020-04-09,"Afghanistan","AFG","AFG_2020-04-09","residential",11.4285714285714
2020-04-10,"Afghanistan","AFG","AFG_2020-04-10","retail_and_recreation",-44.4285714285714
2020-04-10,"Afghanistan","AFG","AFG_2020-04-10","grocery_and_pharmacy",-24.7142857142857
2020-04-10,"Afghanistan","AFG","AFG_2020-04-10","parks",-11.5714285714286
2020-04-10,"Afghanistan","AFG","AFG_2020-04-10","transit_stations",-44.4285714285714
2020-04-10,"Afghanistan","AFG","AFG_2020-04-10","workplaces",-35.5714285714286
2020-04-10,"Afghanistan","AFG","AFG_2020-04-10","residential",12.1428571428571
2020-04-11,"Afghanistan","AFG","AFG_2020-04-11","retail_and_recreation",-44.8571428571429
2020-04-11,"Afghanistan","AFG","AFG_2020-04-11","grocery_and_pharmacy",-26.4285714285714
2020-04-11,"Afghanistan","AFG","AFG_2020-04-11","parks",-11.7142857142857
2020-04-11,"Afghanistan","AFG","AFG_2020-04-11","transit_stations",-46.1428571428571
2020-04-11,"Afghanistan","AFG","AFG_2020-04-11","workplaces",-36.1428571428571
2020-04-11,"Afghanistan","AFG","AFG_2020-04-11","residential",13
2020-04-12,"Afghanistan","AFG","AFG_2020-04-12","retail_and_recreation",-45.2857142857143
2020-04-12,"Afghanistan","AFG","AFG_2020-04-12","grocery_and_pharmacy",-27.4285714285714
2020-04-12,"Afghanistan","AFG","AFG_2020-04-12","parks",-12.4285714285714
2020-04-12,"Afghanistan","AFG","AFG_2020-04-12","transit_stations",-48
2020-04-12,"Afghanistan","AFG","AFG_2020-04-12","workplaces",-36.5714285714286
2020-04-12,"Afghanistan","AFG","AFG_2020-04-12","residential",13.4285714285714
2020-04-13,"Afghanistan","AFG","AFG_2020-04-13","retail_and_recreation",-45.4285714285714
2020-04-13,"Afghanistan","AFG","AFG_2020-04-13","grocery_and_pharmacy",-28.4285714285714
2020-04-13,"Afghanistan","AFG","AFG_2020-04-13","parks",-12.7142857142857
2020-04-13,"Afghanistan","AFG","AFG_2020-04-13","transit_stations",-49.5714285714286
2020-04-13,"Afghanistan","AFG","AFG_2020-04-13","workplaces",-36.7142857142857
