country_code,date,pop,daily.inc,cum.inc,inc.raw,ci.2wk,n.2wk,n.cum,spline,daily.ci.change,epi.curve.cat,hbg.cat,numDaysDownward,rebound,pct.n.2wk,rate_cut,slope_cut,hb_cut,datatype,date_text,epi.curve.map.cat,growth.cat.labels,growth.map.cat.labels,data_source,ou_cut_src_match
ATG,2021-08-30,99175,32.122150599589304,1601.3540278728076,75.62389715149988,343.8366523821528,341,1713,21.350027060520077,0.8888155359957092,elevated incidence growth,hbg,0,rebound,19.906596614127263,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,ATG_0.1_10_WHO
AUS,2021-08-30,25809973,4.008970818041092,185.51356097892858,5.145297904806022,47.132943533106356,12165,51256,3.4444947958692906,0.1197545295100467,elevated incidence growth,not hbg,0,rebound,23.733806773841113,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,AUS_0.1_10_WHO
AUT,2021-08-30,8884864,15.189556402567177,7623.129788882691,15.070573955887227,195.12960468500023,17337,681513,14.798964262877998,0.4050058870972498,elevated incidence growth,hbg,0,rebound,2.543898649035308,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,AUT_0.1_10_WHO
AZE,2021-08-30,10282283,36.803944360272,3947.9586947206735,38.999121109582376,486.2149777437562,49994,417996,37.82627902494568,1.202961566620024,elevated incidence growth,hbg,0,rebound,11.96040153494292,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,AZE_0.1_10_WHO
BDI,2021-08-30,12241065,1.2335527995317506,97.7797741804795,0,18.6830149174112,2287,12390,1.5634586776662205,0.007522675836313589,elevated incidence plateau,not hbg,0,none,18.458434221146085,10,0.1,100,Case,2021-08-30,elevated incidence plateau,Elevated incidence plateau,Elevated incidence plateau,WHO,BDI_0.1_10_WHO
BEL,2021-08-30,11778842,10.54190459226811,9987.012548189614,0,190.75729176093955,22469,1177909,15.49833329816755,-0.040429348178197475,decline,not hbg,1,none,1.9075327550770051,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,BEL_0.1_10_WHO
BEN,2021-08-30,13301694,3.418468998868022,95.79016240874498,0,32.33422750515837,4301,13366,2.6237240512538467,0.12040070932427471,elevated incidence growth,not hbg,0,none,32.17866227742032,10,0.1,100,Case,2021-08-30,elevated incidence growth,Elevated incidence growth,Elevated incidence growth,WHO,BEN_0.1_10_WHO
BFA,2021-08-30,21382659,0.032736807896540654,64.2830649426181,0.01403006052708412,0.4068717552854437,87,13762,0.03702883466954968,5.860914534058964e-4,low incidence plateau,not hbg,222,none,0.632175555878506,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,BFA_0.1_10_WHO
BGD,2021-08-30,164098818,2.2479486371785242,905.0590131960262,0,41.24100394190543,67676,1493537,2.7176812434783724,-0.208356273836193,decline,not hbg,17,none,4.531257009367696,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,BGD_0.1_10_WHO
BGR,2021-08-30,6919180,21.274197231463404,6475.381269374199,6.51811341806399,265.42162510586513,18365,451599,20.96611131505406,0.6945609695037982,elevated incidence growth,hbg,0,rebound,4.066660909346567,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,BGR_0.1_10_WHO
BHR,2021-08-30,1526929,6.642651454560109,17815.666047902127,6.221638334198905,93.12810222348344,1422,272341,7.512599178414988,0.04179649241842234,elevated incidence plateau,not hbg,0,rebound,0.5221395236119424,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,BHR_0.1_10_WHO
BHS,2021-08-30,352655,22.442006250543272,5030.857758594498,0,397.839247990245,1403,17940,33.66906214293236,0.01751577575535072,elevated incidence plateau,not hbg,0,rebound,7.82051282051282,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,BHS_0.1_10_WHO
BIH,2021-08-30,3824782,12.788777429482252,5533.443287934917,8.418780469056799,148.97581090896165,5698,213206,11.196058412576425,0.4484528460579601,elevated incidence growth,hbg,0,rebound,2.6725326679361743,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,BIH_0.1_10_WHO
BLM,2021-08-30,7116,78.29438689472227,22058.941620493053,0,1587.9707700955587,113,1592,89.66808861488995,-8.124376980507137,decline,not hbg,11,none,7.097989949748744,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,BLM_0.1_10_WHO
BLR,2021-08-30,9441842,14.508367571255803,5027.555609836059,14.880570973333382,190.67254037930343,18003,479306,13.788159875985862,0.1743911883027567,elevated incidence growth,hbg,0,rebound,3.7560556304323334,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,BLR_0.1_10_WHO
BLZ,2021-08-30,405633,21.02533923169858,3886.835073646798,0,287.2054295385242,1165,16012,21.74210024589006,0.5025612153936275,elevated incidence growth,hbg,0,rebound,7.27579315513365,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,BLZ_0.1_10_WHO
BMU,2021-08-30,72084,18.629059747754127,3891.689853900608,0,234.4486987403593,169,2844,18.329530402279598,0.46631860504997336,elevated incidence growth,hbg,0,rebound,5.942334739803094,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,BMU_0.1_10_WHO
BOL,2021-08-30,11758869,4.140339881812906,4151.96150484978,7.390166520266533,65.23586579627681,7671,489802,4.1547414988896705,-0.06772623394953788,decline,not hbg,71,none,1.5661430537237495,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,BOL_0.1_10_WHO
BRA,2021-08-30,213445417,11.519706564740773,9672.888475678605,11.571576634039419,177.31137323974508,378463,20728605,11.881890743958962,-0.17479880236356943,decline,not hbg,59,none,1.825800626718489,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,BRA_0.1_10_WHO
BRB,2021-08-30,301865,11.405287604913383,1568.5819820118265,30.47720007288026,117.93351332549332,356,4881,6.436998192056718,0.17480874765972348,elevated incidence growth,hbg,0,rebound,7.29358737963532,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,BRB_0.1_10_WHO
BRN,2021-08-30,471103,24.137881888734682,475.6921522469609,21.863583972082537,390.99729783083524,1842,2565,31.739978553689536,1.3310164643470637,elevated incidence growth,hbg,0,rebound,71.81286549707603,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,BRN_0.1_10_WHO
BTN,2021-08-30,857423,0.14995099101776077,302.3511815554949,0,1.9826853256793697,17,2594,0.036589845896106844,-0.0203954969072696,decline,not hbg,40,none,0.6553585196607555,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,BTN_0.1_10_WHO
BWA,2021-08-30,2350667,44.558781461966646,6488.723656489231,0,724.6879290005772,17035,153793,54.43858797429586,-1.5026811225533443,decline,not hbg,8,none,11.07657695733876,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,BWA_0.1_10_WHO
CAF,2021-08-30,5357984,0,210.34030710058113,0,0.3546109880134338,19,11270,0,-0.16418366868343195,decline,not hbg,13,none,0.16858917480035493,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,CAF_0.1_10_WHO
CAN,2021-08-30,37943231,6.661078945618556,3899.1389154874173,0,93.41323621069614,35444,1486436,7.549191694829155,0.21530089349586826,elevated incidence growth,not hbg,0,rebound,2.384495531593691,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,CAN_0.1_10_WHO
CHE,2021-08-30,8453550,28.96838775256765,9066.591634790795,73.21184591088951,414.7133452809776,35058,773583,31.314239450859706,0.6546499877451801,elevated incidence growth,hbg,0,rebound,4.531898968824289,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,CHE_0.1_10_WHO
CHL,2021-08-30,18307925,3.1313527572656312,8936.01229288097,3.2499586927519095,47.17629114167903,8637,1637829,2.8373657176012257,-0.08357769189196117,decline,not hbg,72,none,0.5273444297298436,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,CHL_0.1_10_WHO
CHN,2021-08-30,1397897720,0.003035169942803506,8.78887108932609,0.0037914075716498053,0.044137707013357286,617,122995,0.003520461732815833,-1.7604162922557124e-4,decline,not hbg,0,none,0.501646408390585,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,CHN_0.1_10_WHO
CIV,2021-08-30,28088455,0.7440779494635876,193.46230125000264,0.8971657572479511,10.34588766096249,2906,55108,0.7321165470511714,0.014039029127453409,elevated incidence plateau,not hbg,0,rebound,5.273281556216883,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,CIV_0.1_10_WHO
CMR,2021-08-30,28524175,0.4863042865018201,291.49860225079755,0,3.4041300055129113,971,83425,0.27829644973419876,0.012490690659062905,low incidence plateau,not hbg,109,none,1.1639196883428229,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,CMR_0.1_10_WHO
COD,2021-08-30,105044646,0.11614109299772934,51.84312637069439,0,1.5317296609291233,1609,54863,0.09245185767105693,-0.006514657661223144,decline,not hbg,0,none,2.93275978346062,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,COD_0.1_10_WHO
COG,2021-08-30,5417414,0.25051488720316684,249.7396095522434,1.0152445428759922,3.5072084208443357,190,13588,0.22786669303927506,-5.419525787962916e-4,decline,not hbg,61,none,1.3982926111274654,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,COG_0.1_10_WHO
COK,2021-08-30,8327,0,0,0,0,0,0,0,0,none,none,0,none,0,10,0.1,100,Case,2021-08-30,none,No reported cases,No reported cases,WHO,COK_0.1_10_WHO
COL,2021-08-30,50355650,4.654606072721435,9724.309841242104,4.251757250675942,76.803695315222285,38675,4903304,1.7505230449156037,-0.5380792922683351,decline,not hbg,51,none,0.7887538688198815,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,COL_0.1_10_WHO
COM,2021-08-30,864335,0.1983357973801958,469.2624966014335,0.2313917636101743,2.776701163322059,24,4062,0.17914065562868692,0.004828207958684177,low incidence plateau,not hbg,114,none,0.5908419497784343,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,COM_0.1_10_WHO
CPV,2021-08-30,589451,11.851221366516256,5936.807542708627,13.57195084918,140.80899006024265,830,35227,10.155317212547654,0.1891925967039497,elevated incidence growth,hbg,0,rebound,2.356147273398246,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,CPV_0.1_10_WHO
CRI,2021-08-30,5151140,36.299870375432874,8741.288336174128,0,498.8604464254495,25697,455784,38.79574257193805,0.5441689321849655,elevated incidence growth,hbg,0,rebound,5.637977638530532,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,CRI_0.1_10_WHO
CUB,2021-08-30,11032343,73.988945826959025,5604.158608919248,56.896345590415386,1112.818917975991,122770,640438,84.23270719212337,0.10968410316556894,elevated incidence growth,hbg,0,rebound,19.169693241188064,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,CUB_0.1_10_WHO
CUW,2021-08-30,151885,31.226632931869972,9920.005267142904,0,485.8939329097666,738,15134,35.99158847149803,-0.46239998437486646,decline,not hbg,7,none,4.87643716135853,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,CUW_0.1_10_WHO
CYM,2021-08-30,63131,3.846876223363097,1063.0955586682567,0,45.93622784368995,29,680,2.8454792371780253,0.08432073682247189,elevated incidence plateau,not hbg,0,rebound,4.264705882352941,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,CYM_0.1_10_WHO
CYP,2021-08-30,1281506,21.670931366241348,8780.952143136947,16.230903327803382,343.73619787968164,4405,113277,17.90298710108868,-1.335129981836071,decline,not hbg,27,none,3.8886976173450924,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,CYP_0.1_10_WHO
CZE,2021-08-30,10702596,1.768596275946038,15682.875978340742,0.7661692546369124,24.73231728077917,2647,1678944,1.7614755128207316,0.002837813005417598,elevated incidence plateau,not hbg,0,rebound,0.1576586235157337,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,CZE_0.1_10_WHO
DEU,2021-08-30,79903481,11.664251344872355,4894.5115956301615,5.705633775830117,142.6308323163039,113967,3937106,10.866143787101452,0.3465665689963946,elevated incidence growth,hbg,0,rebound,2.894689652755095,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,DEU_0.1_10_WHO
DJI,2021-08-30,938413,0.6850471411382841,1248.4299100106853,1.385317552079948,6.287210428670733,59,11741,0.3976004963749168,0.011282874046458452,low incidence plateau,not hbg,134,none,0.5025125628140703,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,DJI_0.1_10_WHO
DMA,2021-08-30,74584,57.270038767410824,1909.831292808875,0,931.8352461653974,695,1638,88.3463887905153,1.784497580975347,elevated incidence growth,hbg,0,rebound,42.42979242979243,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,DMA_0.1_10_WHO
DNK,2021-08-30,5894687,16.048349980244893,5792.072953637257,10.416159500920067,225.8135164767864,13311,344088,16.89116381124961,0.039181519672548286,elevated incidence plateau,not hbg,0,rebound,3.8684871311989957,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,DNK_0.1_10_WHO
DOM,2021-08-30,10597348,2.728445429393105,3292.5865711200304,2.255281226963576,34.75397807073978,3683,349859,2.165950622787088,-0.013379643788398222,decline,not hbg,72,none,1.0527098059503972,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,DOM_0.1_10_WHO
DZA,2021-08-30,43576691,1.1733009151284932,444.39845801312185,1.126749160462872,18.13813719816403,7904,195162,1.149046541057228,-0.07786198192402524,decline,not hbg,16,none,4.049968743915311,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,DZA_0.1_10_WHO
ECU,2021-08-30,17093159,1.981578043673835,2924.113007515379,3.5394276739600916,35.300672040785685,6034,501049,1.9293213160930993,-0.08628512857246362,decline,not hbg,52,none,1.2042734343347656,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,ECU_0.1_10_WHO
EGY,2021-08-30,106437241,0.20763409303333447,269.81815509479435,0.23957779965378848,2.38732230949131,2541,287899,0.17421588735866525,0.006712906913298439,low incidence plateau,not hbg,90,none,0.8826011900006598,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,EGY_0.1_10_WHO
ERI,2021-08-30,6147398,0.039505680754217565,107.9318436841083,0.016267045016444357,0.6344147556413304,39,6640,0.01620716138978477,-0.0014465718487783404,decline,not hbg,58,none,0.5873493975903614,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,ERI_0.1_10_WHO
ESP,2021-08-30,47260584,10.601102299418926,10201.147444861996,0,219.1678376213058,103580,4831809,12.912574274227518,-1.3090763152988845,decline,not hbg,23,none,2.1437105647181003,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,ESP_0.1_10_WHO
EST,2021-08-30,1220042,28.956848558142156,11526.851417527314,20.900919804400175,364.24975533629186,4444,141599,28.350518381131227,0.52732556757561,elevated incidence growth,hbg,0,rebound,3.1384402432220564,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,EST_0.1_10_WHO
ETH,2021-08-30,110871031,1.3288283702221406,271.98886347765375,0.938026814236083,15.191524646325377,16843,306117,1.1619402899112137,0.037069740979290694,elevated incidence plateau,not hbg,0,rebound,5.502144604840633,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,ETH_0.1_10_WHO
FIN,2021-08-30,5587442,9.24010869885933,2241.2070292119874,8.447514980916132,143.01714451801035,7991,126565,11.07631523933778,-0.0909813358472547,decline,not hbg,4,none,6.313751827124403,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,FIN_0.1_10_WHO
FJI,2021-08-30,939535,36.94836883595235,4799.060933638145,42.14850963508544,616.2622999675368,5790,46027,35.62047446160338,-2.4913323201240782,decline,not hbg,18,none,12.579572859408609,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,FJI_0.1_10_WHO
FLK,2021-08-30,3198,0,2001.2507817385865,0,0,0,64,0,-0.2695266977983045,nonepast2wk,nonepast2wk,131,nonepast2wk,0,10,0.1,100,Case,2021-08-30,nonepast2wk,0 cases in the past two weeks,0 cases in the past two weeks,WHO,FLK_0.1_10_WHO
FRA,2021-08-30,68084217,23.02127840121466,9555.15578595844,20.003167547627083,355.4788623037257,242025,6553326,28.463550695071064,-0.16638019406482255,decline,not hbg,3,none,3.693162830599302,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,FRA_0.1_10_WHO
FRO,2021-08-30,51943,1.3751337317553407,1922.9870104867698,1.9251872244575785,17.326685020118248,9,1000,0,-0.125717402809422,decline,not hbg,34,none,0.8999999999999999,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,FRO_0.1_10_WHO
FSM,2021-08-30,101675,0,0,0,0,0,0,0,0,none,none,0,none,0,10,0.1,100,Case,2021-08-30,none,No reported cases,No reported cases,WHO,FSM_0.1_10_WHO
GAB,2021-08-30,2284912,0.9503335670822253,1127.6332992880502,0,11.160167218693914,255,25819,0.806178033440268,0.015930991895417232,elevated incidence plateau,not hbg,0,rebound,0.9876447577365506,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,GAB_0.1_10_WHO
GBR,2021-08-30,67081000,50.79509420381146,9880.50118513439,49.10034137833365,691.6802075103242,463986,6731427,47.47639812158822,0.2079695365402806,elevated incidence growth,hbg,0,rebound,6.892832678717306,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,GBR_0.1_10_WHO
GEO,2021-08-30,4933674,80.887271548836,10852.642472931937,38.81488724224584,1231.921687569953,60779,545033,99.25158771006753,0.7824464894503135,elevated incidence growth,hbg,0,rebound,11.151434867246572,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,GEO_0.1_10_WHO
GGY,2021-08-30,67334,18.67025361842252,1783.6457064781537,0,246.5322125523512,166,1237,18.84113402920381,0.3582254771469541,elevated incidence growth,hbg,0,rebound,13.419563459983832,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,GGY_0.1_10_WHO
GHA,2021-08-30,32372889,1.3468059647070731,359.60645959030717,0,19.7819848577617,6404,117636,1.5980749297720798,0.00773630958273446,elevated incidence plateau,not hbg,0,rebound,5.443911727702404,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,GHA_0.1_10_WHO
GIB,2021-08-30,29516,29.03993959692889,18002.34255512749,50.819894294619864,426.8871120748081,126,5338,23.152413719148406,-2.436473791484785,decline,not hbg,17,none,2.360434619707756,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,GIB_0.1_10_WHO
GIN,2021-08-30,12877894,0.45149352171139867,225.87877001805242,0,10.653915927557733,1372,29209,0.8695521179698991,-0.013274939197816258,decline,not hbg,4,none,4.697182375295285,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,GIN_0.1_10_WHO
GMB,2021-08-30,2221301,1.0032730496998283,429.5487837340112,0,19.403043531696085,431,9626,1.2494735787026074,-0.13000265560232466,decline,not hbg,15,none,4.477456887596094,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,GMB_0.1_10_WHO
GNB,2021-08-30,1976187,1.792774237892047,286.48966057217405,1.0626524716537453,32.53740663206469,643,5766,2.567577138667304,0.01024263985945767,elevated incidence plateau,not hbg,0,rebound,11.15157821713493,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,GNB_0.1_10_WHO
GNQ,2021-08-30,857008,4.61739313652015,1069.5516094532206,17.85280884192446,41.30649888915855,354,9326,2.301675941808027,0.09812058817513651,elevated incidence plateau,not hbg,0,rebound,3.795839588247909,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,GNQ_0.1_10_WHO
GRC,2021-08-30,10569703,29.908936081606953,5419.8400844375665,14.957846970723773,418.08175688569554,44190,581315,31.792920425032015,0.21206017992060067,elevated incidence growth,hbg,0,rebound,7.6017305591632764,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,GRC_0.1_10_WHO
GRD,2021-08-30,113570,9.308293186077776,226.41794236405488,0,95.09553579290309,108,296,6.779071837261605,0.34042476274110023,elevated incidence growth,not hbg,0,rebound,36.486486486486484,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,GRD_0.1_10_WHO
GRL,2021-08-30,57799,8.650668696690218,552.9013106998885,6.920534957352204,152.25176906174858,88,333,13.080495917496222,-0.05468516809591737,decline,not hbg,2,none,26.426426426426424,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,GRL_0.1_10_WHO
GTM,2021-08-30,17422821,20.088595296938365,2598.4130649270696,21.4431405798177,298.58540129638004,52022,463753,22.18584950535498,0.26108557846429803,elevated incidence growth,hbg,0,rebound,11.217609373955533,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,GTM_0.1_10_WHO
GUM,2021-08-30,168801,61.01859586139835,5612.779883666904,0,646.9155988412394,1092,9676,51.40892669261451,2.1348504415637564,elevated incidence growth,hbg,0,rebound,11.28565522943365,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,GUM_0.1_10_WHO
GUY,2021-08-30,787971,16.733755792680768,3134.7237760925573,22.843480280365647,214.72871463543697,1692,25147,15.16493097313063,0.3490093890479841,elevated incidence growth,hbg,0,rebound,6.72843679166501,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,GUY_0.1_10_WHO
HND,2021-08-30,9346277,13.09612372926631,3554.3732700044243,0,205.0335122744591,19163,335398,15.301273029910204,-0.0020199530670314725,decline,not hbg,1,none,5.7135105158647335,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,HND_0.1_10_WHO
HRV,2021-08-30,4208973,11.852229578502374,8839.855776151162,3.302468321844783,148.777385837353,6262,373330,11.37792975169149,0.3100528613417054,elevated incidence growth,hbg,0,rebound,1.6773364047893287,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,HRV_0.1_10_WHO
HTI,2021-08-30,11198240,0.021687081439296207,186.10322438423995,0,1.4377259283601518,161,20850,0.09639296416692596,-0.008010220228660892,decline,not hbg,59,none,0.7721822541966428,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,HTI_0.1_10_WHO
HUN,2021-08-30,9728337,1.6241213683279057,8342.935253403095,5.355488815817133,17.71114631411365,1723,812227,1.200942989419715,0.03334243473175451,elevated incidence plateau,not hbg,0,rebound,0.21213281508740783,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,HUN_0.1_10_WHO
IDN,2021-08-30,275122131,4.401733445843092,1472.0298372299455,0,73.45574100689146,202093,4073831,4.519909081857082,-0.36705619874725104,decline,not hbg,25,none,4.960760522466446,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,IDN_0.1_10_WHO
IMN,2021-08-30,90895,49.1933392532992,7100.657744807589,34.1052863193795,957.1483579954893,870,6587,46.771798803582946,-4.063219714408648,decline,not hbg,16,none,13.207833611659328,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,IMN_0.1_10_WHO
IND,2021-08-30,1339330514,3.078649017794305,2434.390813857019,3.2037648326139756,38.25986152362111,512426,32737939,2.638381437610394,-0.006301688977346508,decline,not hbg,13,none,1.5652359789661774,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,IND_0.1_10_WHO
